Date,Total Active Users,Total Engaged Users,Feature Type,Editor Name,Model Name,Is Custom Model,Custom Model Training Date,Language Name,Feature Engaged Users,Suggestions Count,Acceptances Count,Lines Suggested,Lines Accepted,Chats,Chat Insertion Events,Chat Copy Events,PR Summaries Created,Repository Name
2025-07-30,21,17,IDE Code Completions,vscode,default,false,,yaml,1,14,7,14,0,,,,,
2025-07-30,21,17,IDE Code Completions,vscode,default,false,,json,2,26,3,38,0,,,,,
2025-07-30,21,17,IDE Code Completions,vscode,default,false,,csv,0,1,0,1,0,,,,,
2025-07-30,21,17,IDE Code Completions,vscode,default,false,,typescript,1,7,1,19,0,,,,,
2025-07-30,21,17,IDE Code Completions,vscode,default,false,,scss,0,1,0,1,0,,,,,
2025-07-30,21,17,IDE Code Completions,vscode,default,false,,jsonc,1,1,1,1,1,,,,,
2025-07-30,21,17,IDE Code Completions,vscode,default,false,,sql,0,1,0,11,0,,,,,
2025-07-30,21,17,IDE Code Completions,vscode,default,false,,xml,0,1,0,9,0,,,,,
2025-07-30,21,17,IDE Code Completions,JetBrains,default,false,,java,2,68,21,129,47,,,,,
2025-07-30,21,17,IDE Code Completions,JetBrains,default,false,,yaml,0,3,0,3,0,,,,,
2025-07-30,21,17,IDE Code Completions,JetBrains,default,false,,groovy,0,3,0,3,0,,,,,
2025-07-30,21,17,IDE Chat,vscode,default,false,,,10,,,,,291,0,15,,
2025-07-30,21,17,IDE Chat,JetBrains,default,false,,,3,,,,,15,0,3,,
2025-07-31,17,14,IDE Code Completions,JetBrains,default,false,,java,3,98,14,290,37,,,,,
2025-07-31,17,14,IDE Code Completions,JetBrains,default,false,,groovy,2,44,10,97,11,,,,,
2025-07-31,17,14,IDE Code Completions,vscode,default,false,,typescriptreact,1,17,2,32,1,,,,,
2025-07-31,17,14,IDE Code Completions,vscode,default,false,,jsonc,0,6,0,6,0,,,,,
2025-07-31,17,14,IDE Code Completions,vscode,default,false,,csharp,4,277,83,714,52,,,,,
2025-07-31,17,14,IDE Code Completions,vscode,default,false,,python,1,74,8,78,0,,,,,
2025-07-31,17,14,IDE Code Completions,vscode,default,false,,unknown,0,2,0,2,0,,,,,
2025-07-31,17,14,IDE Code Completions,vscode,default,false,,json,0,16,0,41,0,,,,,
2025-07-31,17,14,IDE Code Completions,vscode,default,false,,xml,0,9,0,26,0,,,,,
2025-07-31,17,14,IDE Code Completions,vscode,default,false,,yaml,2,30,7,34,3,,,,,
2025-07-31,17,14,IDE Code Completions,vscode,default,false,,csv,0,6,0,9,0,,,,,
2025-07-31,17,14,IDE Code Completions,vscode,default,false,,ini,0,2,0,2,0,,,,,
2025-07-31,17,14,IDE Code Completions,vscode,default,false,,typescript,0,1,0,1,0,,,,,
2025-07-31,17,14,IDE Code Completions,vscode,default,false,,scss,0,5,0,16,0,,,,,
2025-07-31,17,14,IDE Code Completions,vscode,default,false,,tex,0,3,0,3,0,,,,,
2025-07-31,17,14,IDE Code Completions,vscode,default,false,,sql,0,6,0,6,0,,,,,
2025-07-31,17,14,IDE Chat,vscode,default,false,,,8,,,,,263,0,18,,
2025-07-31,17,14,IDE Chat,JetBrains,default,false,,,3,,,,,12,4,5,,
2025-08-01,18,17,IDE Code Completions,vscode,default,false,,csharp,5,273,99,489,65,,,,,
2025-08-01,18,17,IDE Code Completions,vscode,default,false,,python,2,154,21,191,12,,,,,
2025-08-01,18,17,IDE Code Completions,vscode,default,false,,typescriptreact,0,21,0,34,0,,,,,
2025-08-01,18,17,IDE Code Completions,vscode,default,false,,yaml,3,238,22,388,0,,,,,
2025-08-01,18,17,IDE Code Completions,vscode,default,false,,sql,0,2,0,16,0,,,,,
2025-08-01,18,17,IDE Code Completions,vscode,default,false,,json,1,26,1,142,0,,,,,
2025-08-01,18,17,IDE Code Completions,vscode,default,false,,typescript,1,11,3,14,0,,,,,
2025-08-01,18,17,IDE Code Completions,vscode,default,false,,unknown,0,1,0,13,0,,,,,
2025-08-01,18,17,IDE Code Completions,vscode,default,false,,java,0,1,0,1,0,,,,,
2025-08-01,18,17,IDE Code Completions,vscode,default,false,,scss,0,1,0,1,0,,,,,
2025-08-01,18,17,IDE Code Completions,vscode,default,false,,dotenv,0,1,0,1,0,,,,,
2025-08-01,18,17,IDE Code Completions,vscode,default,false,,jsonc,0,1,0,1,0,,,,,
2025-08-01,18,17,IDE Code Completions,JetBrains,default,false,,java,3,204,56,476,125,,,,,
2025-08-01,18,17,IDE Code Completions,JetBrains,default,false,,dotenv,0,1,0,1,0,,,,,
2025-08-01,18,17,IDE Code Completions,JetBrains,default,false,,sql,0,1,0,1,0,,,,,
2025-08-01,18,17,IDE Code Completions,JetBrains,default,false,,groovy,1,33,9,94,43,,,,,
2025-08-01,18,17,IDE Code Completions,JetBrains,default,false,,markdown,0,5,0,5,0,,,,,
2025-08-01,18,17,IDE Code Completions,JetBrains,default,false,,yaml,0,2,0,2,0,,,,,
2025-08-01,18,17,IDE Chat,vscode,default,false,,,10,,,,,217,0,13,,
2025-08-01,18,17,IDE Chat,JetBrains,default,false,,,3,,,,,31,14,17,,
2025-08-04,20,18,IDE Code Completions,vscode,default,false,,csharp,4,296,109,383,48,,,,,
2025-08-04,20,18,IDE Code Completions,vscode,default,false,,python,3,112,26,126,1,,,,,
2025-08-04,20,18,IDE Code Completions,vscode,default,false,,json,1,84,6,536,6,,,,,
2025-08-04,20,18,IDE Code Completions,vscode,default,false,,scss,1,9,5,29,9,,,,,
2025-08-04,20,18,IDE Code Completions,vscode,default,false,,typescriptreact,1,55,17,57,11,,,,,
2025-08-04,20,18,IDE Code Completions,vscode,default,false,,unknown,0,3,0,6,0,,,,,
2025-08-04,20,18,IDE Code Completions,vscode,default,false,,yaml,0,7,0,7,0,,,,,
2025-08-04,20,18,IDE Code Completions,vscode,default,false,,csv,0,13,0,40,0,,,,,
2025-08-04,20,18,IDE Code Completions,vscode,default,false,,dynamic csv,0,8,0,8,0,,,,,
2025-08-04,20,18,IDE Code Completions,vscode,default,false,,xml,0,5,0,21,0,,,,,
2025-08-04,20,18,IDE Code Completions,vscode,default,false,,typescript,0,4,0,4,0,,,,,
2025-08-04,20,18,IDE Code Completions,vscode,default,false,,jsonc,0,3,0,3,0,,,,,
2025-08-04,20,18,IDE Code Completions,JetBrains,default,false,,java,2,71,28,122,38,,,,,
2025-08-04,20,18,IDE Code Completions,JetBrains,default,false,,json,0,2,0,49,0,,,,,
2025-08-04,20,18,IDE Code Completions,JetBrains,default,false,,yaml,0,4,0,13,0,,,,,
2025-08-04,20,18,IDE Code Completions,JetBrains,default,false,,markdown,1,23,3,23,3,,,,,
2025-08-04,20,18,IDE Code Completions,JetBrains,default,false,,groovy,0,8,0,11,0,,,,,
2025-08-04,20,18,IDE Chat,vscode,default,false,,,13,,,,,413,0,18,,
2025-08-04,20,18,IDE Chat,JetBrains,default,false,,,2,,,,,24,5,10,,
2025-08-05,19,16,IDE Code Completions,vscode,default,false,,json,0,10,0,116,0,,,,,
2025-08-05,19,16,IDE Code Completions,vscode,default,false,,csv,0,8,0,8,0,,,,,
2025-08-05,19,16,IDE Code Completions,vscode,default,false,,csharp,4,470,161,1115,181,,,,,
2025-08-05,19,16,IDE Code Completions,vscode,default,false,,python,4,223,21,267,2,,,,,
2025-08-05,19,16,IDE Code Completions,vscode,default,false,,jsonc,0,12,0,12,0,,,,,
2025-08-05,19,16,IDE Code Completions,vscode,default,false,,typescriptreact,1,23,2,23,0,,,,,
2025-08-05,19,16,IDE Code Completions,vscode,default,false,,dotenv,1,13,1,13,0,,,,,
2025-08-05,19,16,IDE Code Completions,vscode,default,false,,xml,1,8,1,8,0,,,,,
2025-08-05,19,16,IDE Code Completions,vscode,default,false,,julia,0,10,0,10,0,,,,,
2025-08-05,19,16,IDE Code Completions,vscode,default,false,,yaml,1,2,1,4,2,,,,,
2025-08-05,19,16,IDE Code Completions,vscode,default,false,,typescript,0,5,0,7,0,,,,,
2025-08-05,19,16,IDE Code Completions,vscode,default,false,,shellscript,0,1,0,1,0,,,,,
2025-08-05,19,16,IDE Code Completions,JetBrains,default,false,,groovy,1,33,9,33,10,,,,,
2025-08-05,19,16,IDE Code Completions,JetBrains,default,false,,java,3,44,9,86,13,,,,,
2025-08-05,19,16,IDE Chat,vscode,default,false,,,13,,,,,540,0,13,,
2025-08-05,19,16,IDE Chat,JetBrains,default,false,,,1,,,,,18,0,1,,
2025-08-06,17,14,IDE Code Completions,JetBrains,default,false,,java,2,89,19,181,34,,,,,
2025-08-06,17,14,IDE Code Completions,JetBrains,default,false,,groovy,0,6,0,22,0,,,,,
2025-08-06,17,14,IDE Code Completions,vscode,default,false,,python,3,103,23,133,6,,,,,
2025-08-06,17,14,IDE Code Completions,vscode,default,false,,typescriptreact,2,44,7,50,5,,,,,
2025-08-06,17,14,IDE Code Completions,vscode,default,false,,yaml,1,28,2,28,0,,,,,
2025-08-06,17,14,IDE Code Completions,vscode,default,false,,csharp,3,39,11,39,1,,,,,
2025-08-06,17,14,IDE Code Completions,vscode,default,false,,typescript,2,32,13,34,1,,,,,
2025-08-06,17,14,IDE Code Completions,vscode,default,false,,json,0,7,0,10,0,,,,,
2025-08-06,17,14,IDE Code Completions,vscode,default,false,,dotenv,1,4,1,4,0,,,,,
2025-08-06,17,14,IDE Code Completions,vscode,default,false,,xml,0,2,0,6,0,,,,,
2025-08-06,17,14,IDE Code Completions,vscode,default,false,,sql,0,1,0,1,0,,,,,
2025-08-06,17,14,IDE Code Completions,vscode,default,false,,jsonc,0,1,0,1,0,,,,,
2025-08-06,17,14,IDE Chat,vscode,default,false,,,10,,,,,336,0,9,,
2025-08-06,17,14,IDE Chat,JetBrains,default,false,,,3,,,,,15,5,8,,
2025-08-07,16,16,IDE Code Completions,vscode,default,false,,python,6,92,15,142,1,,,,,
2025-08-07,16,16,IDE Code Completions,vscode,default,false,,csharp,2,115,30,144,19,,,,,
2025-08-07,16,16,IDE Code Completions,vscode,default,false,,sql,1,33,12,70,5,,,,,
2025-08-07,16,16,IDE Code Completions,vscode,default,false,,typescript,1,5,1,6,0,,,,,
2025-08-07,16,16,IDE Code Completions,vscode,default,false,,terraform,1,13,7,21,8,,,,,
2025-08-07,16,16,IDE Code Completions,vscode,default,false,,json,0,28,0,164,0,,,,,
2025-08-07,16,16,IDE Code Completions,vscode,default,false,,typescriptreact,1,4,2,4,0,,,,,
2025-08-07,16,16,IDE Code Completions,vscode,default,false,,dotenv,1,16,4,16,0,,,,,
2025-08-07,16,16,IDE Code Completions,vscode,default,false,,yaml,1,5,1,5,1,,,,,
2025-08-07,16,16,IDE Code Completions,vscode,default,false,,groovy,0,6,0,6,0,,,,,
2025-08-07,16,16,IDE Code Completions,vscode,default,false,,ini,1,9,2,12,0,,,,,
2025-08-07,16,16,IDE Code Completions,vscode,default,false,,csv,0,1,0,1,0,,,,,
2025-08-07,16,16,IDE Code Completions,vscode,default,false,,jsonc,0,1,0,1,0,,,,,
2025-08-07,16,16,IDE Code Completions,vscode,default,false,,unknown,0,1,0,1,0,,,,,
2025-08-07,16,16,IDE Code Completions,JetBrains,default,false,,java,2,94,33,174,83,,,,,
2025-08-07,16,16,IDE Chat,vscode,default,false,,,8,,,,,293,1,16,,
2025-08-07,16,16,IDE Chat,JetBrains,default,false,,,3,,,,,10,1,2,,
2025-08-08,14,13,IDE Code Completions,vscode,default,false,,csharp,3,79,33,122,28,,,,,
2025-08-08,14,13,IDE Code Completions,vscode,default,false,,python,2,55,4,60,0,,,,,
2025-08-08,14,13,IDE Code Completions,vscode,default,false,,typescript,2,36,17,76,12,,,,,
2025-08-08,14,13,IDE Code Completions,vscode,default,false,,yaml,0,2,0,4,0,,,,,
2025-08-08,14,13,IDE Code Completions,vscode,default,false,,json,1,7,1,62,0,,,,,
2025-08-08,14,13,IDE Code Completions,vscode,default,false,,typescriptreact,2,37,16,40,0,,,,,
2025-08-08,14,13,IDE Code Completions,vscode,default,false,,terraform,1,9,4,21,6,,,,,
2025-08-08,14,13,IDE Code Completions,JetBrains,default,false,,groovy,1,51,16,70,19,,,,,
2025-08-08,14,13,IDE Chat,vscode,default,false,,,8,,,,,203,0,14,,
2025-08-08,14,13,IDE Chat,JetBrains,default,false,,,3,,,,,27,1,5,,
